date|state|office|district|candidate|party|votes
11/4/2014|GUAM|FOR DELEGATE||Over Votes||162
11/4/2014|GUAM|FOR DELEGATE||Write-in||113
11/4/2014|NORTHERN MARIANA ISLANDS|FOR DELEGATE||Gregorio Kilili Camacho Sablan|Democrat|8549
11/4/2014|NORTHERN MARIANA ISLANDS|FOR DELEGATE||Andrew Sablan Salas|Democrat|4547
11/4/2014|VIRGIN ISLANDS|FOR DELEGATE||Vince Danet|Republican|1964
11/4/2014|VIRGIN ISLANDS|FOR DELEGATE||Stacey Plaskett|Democrat|21224
11/4/2014|VIRGIN ISLANDS|FOR DELEGATE||Write-in (Independent)||224
12/6/2014|LOUISIANA|FOR UNITED STATES SENATOR||Bill Cassidy|Republican|712379
12/6/2014|LOUISIANA|FOR UNITED STATES SENATOR||Mary L. Landrieu|Democrat|561210
12/6/2014|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|5|Ralph Lee Abraham|Republican|134616
12/6/2014|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|5|“Jamie” Mayo|Democrat|75006
12/6/2014|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|6|Garret Graves|Republican|139209
12/6/2014|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|6|Edwin Edwards|Democrat|83781
